sr,temp,humidity,cases,status,date
2278,31,72,383,very high,2007-10-06
2279,21,54,427,high,2006-02-06
2280,28,45,155,low,2007-03-31
2281,33,63,64,very low,2006-08-18
2282,27,62,0,low,2007-12-08
2283,34,60,416,medium,2007-12-09
2284,40,37,0,very low,2007-02-21
2285,28,58,130,low,2007-03-04
2286,20,37,370,low,2007-11-08
2287,26,66,181,low,2006-06-26
2288,26,70,0,low,2007-01-06
2289,26,47,505,high,2006-12-29
2290,29,60,52,low,2006-10-26
2291,28,63,252,low,2007-01-17
2292,28,62,335,low,2007-12-09
2293,28,44,339,low,2006-08-08
2294,34,69,499,medium,2006-02-16
2295,23,52,543,very high,2007-02-27
2296,37,63,191,very low,2007-07-28
2297,33,70,582,high,2007-01-24
2298,36,73,194,very low,2006-06-15
2299,34,46,561,high,2006-05-15
2300,29,74,410,medium,2007-09-19
2301,26,65,480,high,2006-12-28
2302,26,67,139,low,2006-01-27
2303,28,35,0,low,2006-12-27
2304,21,40,151,low,2007-09-12
2305,33,67,432,medium,2006-05-12
2306,36,41,121,very low,2007-02-19
2307,20,37,186,low,2006-02-04
2308,31,48,593,high,2007-10-11
2309,34,39,444,medium,2006-12-14
2310,22,68,435,high,2006-07-06
2311,38,36,310,low,2006-02-03
2312,33,56,513,high,2006-09-05
2313,25,43,0,low,2006-06-30
2314,34,45,208,low,2006-05-09
2315,31,40,0,low,2006-04-19
2316,28,60,151,low,2007-07-06
2317,39,58,298,low,2006-01-29
2318,28,71,60,low,2006-12-18
2319,20,54,0,low,2007-02-06
2320,23,44,221,low,2006-10-03
2321,22,64,299,low,2006-08-03
2322,31,73,333,very high,2007-11-13
2323,23,56,0,low,2006-03-22
2324,27,40,361,low,2007-04-19
2325,37,66,219,low,2007-10-10
2326,33,53,244,low,2006-03-24
2327,29,53,404,medium,2007-04-18
2328,23,46,258,low,2006-10-30
2329,38,55,573,high,2007-10-14
2330,21,72,44,low,2007-05-01
2331,39,71,258,low,2007-09-30
2332,23,59,368,low,2007-02-28
2333,30,35,390,very high,2007-11-11
2334,31,64,0,low,2006-09-22
2335,40,43,329,low,2006-01-11
2336,25,63,4,low,2006-07-09
2337,33,47,331,low,2006-07-31
2338,38,61,119,very low,2007-02-24
2339,39,36,338,low,2007-03-14
2340,36,68,202,low,2006-02-23
2341,21,35,368,low,2006-02-21
2342,22,50,115,low,2006-09-30
2343,26,66,2,low,2006-10-02
2344,36,60,254,low,2007-01-20
2345,38,75,384,low,2006-03-16
2346,33,36,0,very low,2007-08-23
2347,37,71,583,high,2007-09-02
2348,37,72,507,high,2007-05-30
2349,29,49,44,low,2007-02-27
2350,33,49,0,very low,2006-12-01
2351,24,46,2,low,2007-11-13
2352,31,60,326,very high,2006-07-31
2353,39,45,346,low,2007-12-07
2354,29,54,18,low,2007-06-28
2355,25,39,559,high,2007-03-14
2356,27,48,342,low,2006-09-21
2357,25,58,283,low,2006-01-02
2358,31,68,284,low,2007-04-25
2359,39,61,298,low,2007-12-10
2360,28,40,369,low,2007-03-18
2361,22,70,335,low,2007-06-11
2362,27,66,353,low,2006-05-03
2363,21,67,320,low,2007-02-05
2364,32,53,344,low,2007-02-19
2365,37,48,202,low,2007-02-24
2366,30,62,0,low,2007-01-01
2367,25,46,116,low,2006-03-13
2368,21,70,540,very high,2007-09-20
2369,25,44,320,low,2006-02-11
2370,27,43,165,low,2007-04-04
2371,25,62,211,low,2006-08-05
2372,28,51,153,low,2006-12-24
2373,38,69,325,low,2006-03-25
2374,21,47,127,low,2007-10-06
2375,25,54,0,low,2007-02-07
2376,22,62,108,low,2006-11-17
2377,23,49,154,low,2007-03-12
2378,39,47,287,low,2006-01-25
2379,37,36,189,very low,2007-08-21
2380,34,53,323,low,2006-04-15
2381,40,51,314,low,2006-07-14
2382,27,43,0,low,2006-10-22
2383,36,73,0,very low,2006-10-22
2384,24,46,24,low,2006-12-13
2385,32,52,0,very low,2007-08-04
2386,25,55,167,low,2006-11-21
2387,26,73,368,low,2006-10-04
2388,35,50,0,very low,2007-01-22
2389,40,63,339,low,2006-12-05
2390,27,55,383,low,2006-01-28
2391,21,47,366,low,2006-11-03
2392,26,54,88,low,2006-04-08
2393,31,73,568,high,2006-12-21
2394,34,72,597,high,2006-09-30
2395,25,66,401,high,2006-08-19
2396,26,35,78,low,2006-03-26
2397,39,67,600,high,2006-10-05
2398,22,56,484,high,2006-10-25
2399,28,52,448,high,2006-06-29
2400,29,39,414,medium,2006-05-26
2401,32,59,592,high,2006-07-03
2402,25,41,304,low,2006-01-21
2403,34,42,291,low,2007-10-28
2404,24,41,215,low,2006-08-05
2405,21,64,187,low,2007-01-08
2406,28,69,0,low,2007-02-20
2407,29,40,237,low,2006-11-30
2408,37,49,303,low,2006-08-15
2409,27,67,448,high,2007-11-06
2410,33,41,558,high,2007-09-03
2411,35,67,4,very low,2006-04-20
2412,28,36,127,low,2006-05-16
2413,36,49,471,medium,2006-11-10
2414,21,56,547,very high,2007-05-20
2415,25,60,202,low,2007-07-07
2416,39,46,238,low,2006-04-08
2417,34,41,520,high,2006-09-19
2418,29,35,43,low,2007-05-26
2419,22,42,257,low,2006-05-05
2420,31,74,446,medium,2007-03-24
2421,24,46,471,high,2007-11-18
2422,28,67,563,high,2007-01-27
2423,24,54,233,low,2007-01-18
2424,36,66,180,very low,2007-04-26
2425,36,74,0,very low,2006-07-01
2426,35,59,518,high,2006-09-02
2427,21,64,189,low,2006-06-15
2428,38,70,0,very low,2006-05-03
2429,23,42,86,low,2006-08-10
2430,35,69,205,low,2007-09-10
2431,29,67,48,low,2006-06-12
2432,29,65,404,medium,2006-12-30
2433,32,38,283,low,2007-12-10
2434,37,52,561,high,2006-01-28
2435,28,73,238,low,2007-01-09
2436,23,39,363,low,2007-05-29
2437,29,52,137,low,2006-04-14
2438,32,53,151,very low,2006-01-26
2439,37,73,227,low,2007-09-12
2440,25,59,286,low,2006-08-13
2441,26,55,488,high,2007-02-24
2442,20,72,228,low,2007-07-10
2443,39,72,359,low,2007-04-30
2444,32,46,63,very low,2006-11-03
2445,36,67,592,high,2007-10-24
2446,35,48,379,low,2006-07-27
2447,27,71,26,low,2006-03-31
2448,40,50,287,low,2007-10-13
2449,31,68,138,low,2007-06-04
2450,22,63,313,low,2007-08-30
2451,34,48,575,high,2006-06-26
2452,27,53,562,high,2006-03-24
2453,27,49,556,high,2006-05-29
2454,32,47,287,low,2006-08-24
2455,30,71,519,high,2006-12-17
2456,24,51,492,high,2007-11-11
2457,27,59,157,low,2006-08-01
2458,32,50,28,very low,2006-06-16
2459,40,52,183,very low,2006-12-10
2460,34,38,295,low,2006-03-12
2461,21,50,73,low,2006-08-05
2462,38,46,380,low,2006-11-08
2463,28,68,361,low,2006-10-06
2464,37,35,393,low,2007-08-11
2465,23,51,98,low,2006-08-15
2466,27,50,317,low,2007-11-14
2467,28,40,403,high,2006-08-05
2468,31,58,45,low,2006-07-21
2469,40,48,454,medium,2006-04-07
2470,23,72,31,low,2007-05-17
2471,20,53,0,low,2006-09-27
2472,21,72,498,high,2006-07-24
2473,36,55,310,low,2006-07-13
2474,21,65,531,very high,2006-03-18
2475,29,51,475,medium,2006-01-10
2476,20,58,479,high,2007-03-05
2477,29,54,581,high,2007-11-05
2478,38,68,0,very low,2007-03-31
2479,26,70,57,low,2007-03-26
2480,21,73,140,low,2006-08-28
2481,24,67,0,low,2006-05-08
2482,27,62,344,low,2007-10-09
2483,24,58,136,low,2007-04-25
2484,38,46,19,very low,2006-05-19
2485,25,69,322,low,2006-09-12
2486,34,46,348,low,2006-01-09
2487,21,72,146,low,2007-10-19
2488,38,42,129,very low,2006-04-21
2489,20,74,99,low,2006-01-04
2490,30,67,0,low,2006-01-05
2491,31,56,234,low,2006-01-25
2492,36,60,193,very low,2006-03-16
2493,31,59,124,low,2007-08-08
2494,26,40,429,high,2007-03-02
2495,23,65,512,very high,2007-08-04
2496,26,58,471,high,2006-07-04
2497,38,43,306,low,2006-11-03
2498,20,50,147,low,2006-10-26
2499,33,63,506,high,2006-07-08
2500,22,47,102,low,2007-03-10
2501,26,73,505,high,2007-10-06
2502,33,38,527,high,2006-10-29
2503,38,53,180,very low,2007-02-09
2504,27,70,201,low,2007-10-26
2505,20,51,436,high,2006-11-08
2506,39,40,485,medium,2006-01-22
2507,22,56,430,high,2006-01-14
2508,36,74,413,medium,2006-03-05
2509,30,39,60,low,2006-09-06
2510,26,73,374,low,2006-06-23
2511,28,64,172,low,2006-06-11
2512,32,36,237,low,2007-01-19
2513,21,64,333,low,2006-08-10
2514,32,55,27,very low,2007-01-23
2515,35,55,392,low,2006-07-07
2516,23,69,334,low,2007-04-22
2517,35,59,548,high,2007-07-11
2518,23,66,0,low,2006-04-25
2519,31,54,525,high,2007-06-21
2520,30,40,575,high,2006-11-02
2521,29,56,0,low,2006-11-23
2522,35,58,0,very low,2006-03-23
2523,38,63,110,very low,2006-06-20
2524,21,42,307,low,2007-06-14
2525,33,40,201,low,2007-03-28
2526,33,40,261,low,2006-12-15
2527,28,41,31,low,2007-09-01
2528,26,68,137,low,2007-08-26
2529,32,55,54,very low,2006-07-06
2530,34,38,518,high,2006-12-05
2531,34,68,0,very low,2006-03-03
2532,33,68,328,low,2006-02-28
2533,37,39,359,low,2006-11-23
2534,35,60,146,very low,2007-07-12
2535,27,60,481,high,2007-10-18
2536,36,45,235,low,2007-04-25
2537,24,48,19,low,2006-03-11
2538,35,37,69,very low,2007-03-30
2539,23,40,349,low,2007-05-22
2540,22,65,0,low,2007-08-02
2541,37,74,241,low,2006-12-03
2542,24,56,552,very high,2007-04-23
2543,40,37,28,very low,2007-03-27
2544,28,53,500,high,2007-05-03
2545,24,70,593,very high,2007-09-08
2546,39,75,85,very low,2007-08-17
2547,32,36,124,very low,2007-05-11
2548,31,47,364,very high,2006-08-23
2549,20,56,5,low,2007-02-28
2550,32,69,464,medium,2006-02-26
2551,28,69,323,low,2007-08-06
2552,32,57,211,low,2006-08-19
2553,21,73,496,high,2007-03-11
2554,37,65,153,very low,2006-11-20
2555,20,49,511,very high,2006-12-08
2556,26,70,507,high,2006-06-20
2557,21,59,496,high,2007-09-29
2558,22,62,429,high,2006-10-22
2559,35,37,524,high,2006-03-26
2560,32,56,16,very low,2007-04-14
2561,20,57,193,low,2007-06-02
2562,35,58,308,low,2007-10-30
2563,27,38,73,low,2007-02-02
2564,29,49,39,low,2007-01-15
2565,27,75,140,low,2006-03-29
2566,36,65,223,low,2007-04-14
2567,34,42,179,very low,2007-09-22
2568,26,43,0,low,2006-08-20
2569,37,65,551,high,2006-09-25
2570,21,50,368,low,2006-01-05
2571,24,52,0,low,2007-02-02
2572,20,70,42,low,2006-05-01
2573,24,74,116,low,2006-02-12
2574,22,47,491,high,2006-04-09
2575,25,64,510,high,2007-10-24
2576,22,35,50,low,2007-05-01
2577,20,59,236,low,2007-01-29
2578,29,41,389,very high,2006-04-28
2579,40,49,168,very low,2006-08-29
2580,40,58,146,very low,2006-02-02
2581,28,55,504,high,2007-07-05
2582,24,65,471,high,2006-12-03
2583,28,60,357,low,2006-07-20
2584,31,43,363,very high,2007-01-27
2585,32,68,6,very low,2007-04-30
2586,21,49,262,low,2006-12-29
2587,37,57,252,low,2007-09-23
2588,20,70,280,low,2006-01-24
2589,37,55,585,high,2007-05-25
2590,27,67,173,low,2007-01-04
2591,28,67,287,low,2006-04-28
2592,24,36,136,low,2006-01-03
2593,21,63,93,low,2006-07-15
2594,21,45,519,very high,2007-04-16
2595,33,63,284,low,2006-04-17
2596,22,60,330,low,2007-03-08
2597,20,43,194,low,2006-04-08
2598,21,75,0,low,2007-08-19
2599,26,48,586,high,2006-09-19
2600,27,35,432,high,2006-06-17
2601,37,74,306,low,2007-04-14
2602,23,54,265,low,2007-11-19
2603,34,73,479,medium,2007-06-01
2604,29,69,383,very high,2007-12-09
2605,24,69,0,low,2006-09-17
2606,23,65,209,low,2007-02-06
2607,20,45,59,low,2006-08-10
2608,38,71,428,medium,2007-10-15
2609,39,65,365,low,2007-09-14
2610,30,64,269,low,2006-06-16
2611,37,60,292,low,2006-09-22
2612,29,53,38,low,2007-01-28
2613,37,47,442,medium,2007-07-05
2614,23,60,294,low,2006-01-02
2615,40,62,540,high,2007-03-24
2616,39,67,504,high,2007-12-08
2617,40,48,172,very low,2006-11-05
2618,27,39,101,low,2007-08-25
2619,33,65,127,very low,2006-03-17
2620,39,64,348,low,2007-09-10
2621,34,49,519,high,2006-09-05
2622,31,51,422,medium,2006-09-01
2623,35,52,138,very low,2006-10-05
2624,27,40,482,high,2006-06-11
2625,40,75,187,very low,2006-01-06
2626,29,64,591,high,2006-04-20
2627,24,61,0,low,2007-10-01
2628,39,54,192,very low,2007-07-08
2629,33,45,585,high,2006-02-28
2630,29,39,441,medium,2006-01-29
2631,27,57,552,high,2006-10-14
2632,39,43,456,medium,2006-05-07
2633,20,45,252,low,2007-11-25
2634,20,46,222,low,2006-03-10
2635,25,65,340,low,2006-01-11
2636,23,38,0,low,2006-02-12
2637,22,65,97,low,2007-07-30
2638,39,59,18,very low,2007-07-05
2639,28,68,50,low,2006-01-06
2640,26,52,525,high,2006-11-19
2641,34,70,377,low,2007-02-28
2642,38,55,379,low,2006-02-09
2643,22,71,513,very high,2007-07-25
2644,29,64,283,low,2006-08-11
2645,21,59,245,low,2006-01-29
2646,36,53,455,medium,2006-10-28
2647,22,57,16,low,2006-02-12
2648,24,62,324,low,2007-10-16
2649,29,68,85,low,2006-06-01
2650,27,59,357,low,2007-10-29
2651,39,59,110,very low,2006-03-18
2652,24,53,133,low,2007-08-27
2653,39,41,301,low,2007-08-23
2654,37,52,561,high,2007-05-03
2655,21,68,400,low,2006-04-27
2656,39,36,252,low,2006-06-25
2657,25,67,296,low,2006-04-05
2658,20,48,191,low,2007-08-26
2659,25,71,0,low,2007-01-17
2660,20,35,150,low,2007-05-03
2661,35,48,0,very low,2006-09-30
2662,32,52,550,high,2007-10-19
2663,40,42,113,very low,2006-07-12
2664,40,41,308,low,2006-01-17
2665,40,67,587,high,2007-10-11
2666,31,36,80,low,2007-10-24
2667,23,60,49,low,2007-04-30
2668,26,39,269,low,2007-08-04
2669,27,58,127,low,2007-08-04
2670,40,65,221,low,2007-05-25
2671,30,35,0,low,2006-10-04
2672,32,70,452,medium,2007-06-08
2673,26,44,43,low,2007-09-28
2674,33,58,57,very low,2006-05-29
2675,20,39,541,very high,2006-07-23
2676,33,43,297,low,2006-02-17
2677,25,75,308,low,2006-11-03
2678,38,71,372,low,2007-09-02
2679,38,46,147,very low,2006-11-18
2680,35,63,435,medium,2007-02-01
2681,37,57,294,low,2007-03-19
2682,21,65,386,low,2006-07-12
2683,30,39,399,low,2006-08-31
2684,28,59,431,high,2006-12-26
2685,30,62,583,high,2007-01-21
2686,30,50,366,very high,2007-10-04
2687,32,58,386,low,2006-01-31
2688,31,66,536,high,2007-07-29
2689,38,64,431,medium,2006-01-06
2690,24,54,0,low,2006-01-22
2691,38,75,420,medium,2007-09-16
2692,22,49,535,very high,2006-09-22
2693,26,52,132,low,2006-04-02
2694,22,39,0,low,2006-02-25
2695,36,43,195,very low,2006-12-03
2696,27,38,449,high,2007-01-19
2697,35,37,215,low,2006-10-24
2698,29,72,425,medium,2006-08-23
2699,33,40,569,high,2006-11-20
2700,26,68,214,low,2006-08-18
2701,25,67,587,high,2007-01-22
2702,24,74,0,low,2006-09-27
2703,31,52,389,very high,2006-07-20
2704,37,75,344,low,2006-04-14
2705,33,56,35,very low,2007-09-20
2706,34,66,366,low,2007-12-02
2707,30,55,57,low,2007-07-26
2708,26,50,481,high,2006-12-01
2709,38,58,292,low,2007-08-12
2710,34,61,0,very low,2006-01-15
2711,30,55,411,medium,2007-01-20
2712,22,52,0,low,2007-07-29
2713,26,58,15,low,2007-11-13
2714,40,68,185,very low,2006-07-09
2715,20,68,416,high,2007-06-08
2716,34,74,177,very low,2007-01-27
2717,31,44,0,low,2007-07-28
2718,24,68,419,high,2007-01-11
2719,23,69,427,high,2006-09-02
2720,22,40,541,very high,2006-06-12
2721,25,48,387,low,2007-05-21
2722,32,36,115,very low,2006-05-24
2723,28,74,414,high,2006-10-17
2724,33,36,0,very low,2007-09-24
2725,28,42,141,low,2007-04-06
2726,28,60,252,low,2006-04-30
2727,32,42,0,very low,2007-07-29
2728,25,37,296,low,2006-05-27
2729,31,45,113,low,2006-10-20
2730,31,49,56,low,2006-09-02
2731,23,72,475,high,2006-01-14
2732,22,51,94,low,2007-08-12
2733,23,52,35,low,2006-09-25
2734,32,38,402,medium,2006-11-27
2735,30,36,215,low,2007-11-22
2736,40,37,514,high,2006-01-25
2737,30,38,126,low,2006-07-03
2738,23,61,0,low,2007-07-12
2739,24,47,333,low,2007-07-12
2740,34,42,235,low,2007-09-20
2741,21,66,70,low,2007-02-05
2742,40,52,60,very low,2007-07-21
2743,33,41,473,medium,2006-08-24
2744,36,37,217,low,2006-08-21
2745,21,65,194,low,2006-07-03
2746,24,63,547,very high,2007-01-22
2747,35,58,28,very low,2006-01-04
2748,37,37,546,high,2006-03-08
2749,21,60,0,low,2006-06-23
2750,37,53,342,low,2006-04-27
2751,35,75,252,low,2007-03-04
2752,33,51,487,medium,2006-07-01
2753,22,53,470,high,2006-05-01
2754,22,59,0,low,2006-03-25
2755,40,36,0,very low,2007-05-08
2756,30,66,206,low,2006-11-21
2757,37,35,513,high,2006-12-28
2758,34,72,562,high,2007-01-07
2759,22,51,234,low,2007-05-27
2760,33,64,431,medium,2007-10-01
2761,40,49,285,low,2006-03-29
2762,30,71,360,very high,2007-02-22
2763,34,47,303,low,2007-07-27
2764,40,52,106,very low,2006-10-12
2765,27,41,113,low,2007-08-26
2766,39,39,531,high,2006-10-23
2767,20,46,0,low,2006-04-18
2768,31,57,287,low,2006-05-16
2769,28,39,523,high,2006-08-20
2770,39,61,284,low,2007-04-24
2771,29,72,23,low,2007-02-21
2772,36,73,463,medium,2007-08-16
2773,25,50,511,high,2006-04-12
2774,37,51,179,very low,2007-05-29
2775,31,36,77,low,2006-09-04
2776,26,55,0,low,2006-07-09
2777,20,45,429,high,2006-06-11
2778,21,53,501,very high,2006-03-27
2779,39,74,26,very low,2006-09-30
2780,39,35,90,very low,2007-04-27
2781,40,62,222,low,2007-07-03
2782,33,45,25,very low,2006-08-24
2783,35,69,501,high,2006-03-17
2784,34,54,582,high,2007-07-20
2785,25,42,423,high,2006-11-18
2786,22,50,244,low,2006-04-13
2787,26,38,424,high,2007-02-22
2788,20,75,184,low,2006-05-07
2789,36,41,141,very low,2007-08-02
2790,29,62,312,very high,2006-03-15
2791,38,37,0,very low,2007-09-22
2792,32,56,270,low,2006-04-29
2793,36,40,0,very low,2006-09-21
2794,38,73,489,medium,2007-03-09
2795,28,71,469,high,2006-09-17
2796,28,70,7,low,2006-07-22
2797,23,51,0,low,2007-04-04
2798,30,66,294,low,2007-10-06
2799,23,51,543,very high,2007-01-12
2800,36,35,366,low,2006-12-24
2801,21,44,555,very high,2007-02-07
2802,22,57,377,low,2006-08-01
2803,39,71,0,very low,2006-06-18
2804,39,74,50,very low,2006-04-19
2805,24,48,565,very high,2006-11-11
2806,33,66,585,high,2006-02-14
2807,23,65,460,high,2006-03-29
2808,24,69,0,low,2007-03-27
2809,33,50,586,high,2006-04-24
2810,27,50,265,low,2007-09-30
2811,28,50,460,high,2006-02-19
2812,35,75,255,low,2006-09-11
2813,20,52,515,very high,2007-04-09
2814,24,42,368,low,2006-06-20
2815,36,40,353,low,2006-07-28
2816,34,65,402,medium,2007-01-27
2817,22,52,498,high,2007-06-05
2818,20,50,66,low,2007-04-26
2819,35,61,373,low,2007-05-24
2820,23,56,502,very high,2007-06-12
2821,21,44,50,low,2006-05-20
2822,29,74,232,low,2007-04-08
2823,24,61,397,low,2006-10-22
2824,36,73,516,high,2006-07-10
2825,36,39,561,high,2006-02-11
2826,23,47,0,low,2006-02-28
2827,29,64,0,low,2006-07-02
2828,31,48,579,high,2006-01-23
2829,20,39,241,low,2006-12-22
2830,27,47,329,low,2006-11-28
2831,34,46,57,very low,2007-01-31
2832,21,49,327,low,2006-09-01
2833,38,50,142,very low,2006-09-21
2834,34,43,346,low,2007-08-06
2835,31,42,398,very high,2007-02-07
2836,37,45,332,low,2006-11-04
2837,20,52,299,low,2006-03-24
2838,20,50,390,low,2007-11-28
2839,36,56,452,medium,2007-07-13
2840,22,46,431,high,2007-09-29
2841,27,43,185,low,2007-06-09
2842,24,45,0,low,2007-02-17
2843,24,36,66,low,2006-06-09
2844,37,37,0,very low,2006-05-20
2845,22,61,415,high,2006-02-27
2846,27,42,361,low,2007-04-29
2847,35,60,263,low,2006-07-26
2848,26,67,0,low,2006-02-14
2849,29,63,94,low,2006-03-12
2850,26,70,0,low,2006-01-18
2851,33,41,0,very low,2006-12-19
2852,35,35,220,low,2006-03-25
2853,25,44,67,low,2007-05-28
2854,33,36,189,very low,2006-12-21
2855,23,64,309,low,2007-11-17
2856,23,57,557,very high,2007-08-27
2857,32,59,470,medium,2006-04-15
2858,22,44,68,low,2007-06-08
2859,21,74,369,low,2007-08-13
2860,33,62,146,very low,2006-10-29
2861,20,61,540,very high,2007-06-22
2862,30,68,328,very high,2006-11-07
2863,37,49,458,medium,2006-06-24
2864,36,70,315,low,2006-11-01
2865,39,52,551,high,2006-07-19
2866,31,35,325,very high,2006-02-15
2867,24,68,583,very high,2007-12-09
2868,34,58,292,low,2006-02-27
2869,24,42,192,low,2007-09-08
2870,21,41,268,low,2006-12-17
2871,30,51,351,very high,2006-11-09
2872,32,72,511,high,2007-11-04
2873,37,55,414,medium,2006-07-24
2874,29,52,109,low,2007-04-01
2875,26,75,104,low,2006-07-10
2876,22,70,155,low,2007-02-09
2877,24,40,519,very high,2006-01-18
2878,29,71,0,low,2007-08-31
2879,25,68,564,high,2006-01-18
2880,37,52,0,very low,2006-09-22
2881,35,43,368,low,2007-04-02
2882,33,55,142,very low,2006-05-01
2883,32,69,406,medium,2006-02-06
2884,28,40,390,low,2007-01-16
2885,36,70,374,low,2007-02-21
2886,31,72,194,low,2006-11-11
2887,35,47,0,very low,2006-02-16
2888,28,56,576,high,2007-10-20
2889,26,65,100,low,2007-08-25
2890,33,38,483,medium,2006-04-04
2891,23,46,62,low,2007-02-12
2892,39,52,205,low,2006-10-15
2893,24,47,527,very high,2006-09-02
2894,21,67,0,low,2006-03-13
2895,24,51,0,low,2006-06-15
2896,30,69,543,high,2007-05-01
2897,40,48,209,low,2006-08-01
2898,35,75,317,low,2006-01-20
2899,31,68,55,low,2007-08-31
2900,20,70,99,low,2006-07-29
2901,37,43,303,low,2007-06-18
2902,32,68,291,low,2006-06-23
2903,31,38,26,low,2006-02-22
2904,36,72,190,very low,2007-11-07
2905,24,69,330,low,2007-04-22
2906,30,53,216,low,2007-03-05
2907,30,57,161,low,2007-01-28
2908,38,75,555,high,2006-10-03
2909,27,45,189,low,2007-07-04
2910,26,59,160,low,2007-01-27
2911,38,48,0,very low,2006-12-18
2912,35,48,593,high,2007-04-21
2913,38,42,273,low,2006-01-13
2914,26,44,17,low,2006-01-19
2915,36,55,162,very low,2006-01-10
2916,33,45,380,low,2007-04-30
2917,30,46,311,very high,2006-09-03
2918,23,75,0,low,2007-06-29
2919,26,41,535,high,2006-12-26
2920,32,43,88,very low,2006-05-08
2921,20,45,442,high,2006-09-30
2922,32,38,96,very low,2006-10-26
2923,27,54,368,low,2006-01-25
2924,38,59,237,low,2006-02-06
2926,25,67,537,high,2009-02-22
2927,28,41,472,high,2009-08-31
2928,21,42,396,low,2008-12-28
2929,24,68,415,high,2009-04-30
2930,26,64,157,low,2008-09-20
2931,20,43,587,very high,2009-02-14
2932,21,73,391,low,2009-11-25
2933,35,57,13,very low,2009-01-18
2934,23,69,31,low,2009-05-16
2935,34,43,199,very low,2009-01-30
2936,26,49,351,low,2008-02-07
2937,20,37,0,low,2009-05-18
2938,32,48,392,low,2009-03-31
2939,32,65,69,very low,2009-02-11
2940,36,56,301,low,2009-04-24
2941,37,66,252,low,2008-06-04
2942,35,65,536,high,2009-02-06
2943,35,45,560,high,2008-04-05
2944,38,64,36,very low,2008-05-17
2945,21,53,324,low,2008-08-21
2946,22,72,267,low,2009-05-18
2947,26,60,29,low,2008-10-01
2948,40,40,462,medium,2008-08-27
2949,29,35,528,high,2009-05-07
2950,35,57,424,medium,2009-04-23
2951,26,43,500,high,2008-11-17
2952,23,46,361,low,2009-03-16
2953,36,65,82,very low,2008-02-28
2954,31,50,93,low,2009-08-07
2955,40,54,0,very low,2008-10-28
2956,32,72,208,low,2008-01-24
2957,26,71,336,low,2008-02-06
